rut_paciente,nombre_completo,fecha_nacimiento,sexo,prevision,id_atencion,fecha_atencion,tipo_atencion,codigo_cie10,codigo_minsal,dosis_prescrita,alergia_principio,id_examen,codigo_examen,resultado_valor,unidad_medida
19338795-0,Matias Gabriel Tapia Gonzalez,1984-09-06,M,FONASA,545d809d-45fa-4b29-a471-d19ec18e732f,2024-07-03 18:13:27,PROCEDIMIENTO,K21.9,M003,500mg,Ninguna,f6e11ab3-2fd2-4502-a055-2854a5560863,301001,12.94,mmol/L
19825367-7,Carlos Tomas Rojas Fuentes,1984-11-21,M,NINGUNA,1cbcfe36-31a0-46af-990d-9045267988bf,2025-05-04 18:13:27,URGENCIA,M54.5,M001,300mg,Ninguna,4239db9e-3c8d-465f-9fa3-bb0bfc2101db,302047,135.47,U/L
22071407-1,Juan Diego Torres Martinez,1979-12-11,M,NINGUNA,1d74ad29-b766-4c7e-aefa-d3aae45affba,2025-02-27 18:13:27,CONSULTA,A09.9,M003,200mg,Ninguna,60e95071-dadd-416d-93e8-939ab45cdd84,302076,95.69,mmol/L
7525631-0,Isidora Fernanda Rodriguez Contreras,2017-03-29,F,DIPRECA,112f82fd-d70b-4013-8869-ce665819add9,2024-12-08 18:13:27,HOSPITALIZACION,E11.9,M003,200mg,Ninguna,3bd82fcc-043c-494c-b1ec-d8f3ccdc46d3,301045,35.41,mmol/L
5010724-8,Matias Pedro Rojas Muñoz,1977-09-14,M,ISAPRE,5b979ee7-0a6e-45b4-8a48-b189060ad512,2025-02-13 18:13:27,HOSPITALIZACION,M54.5,M001,500mg,Omeprazol,959fd315-9688-4332-b2c9-6a08da754987,301001,95.39,U/L
23239147-2,Isidora Isidora Silva Morales,1993-02-25,F,ISAPRE,6eff4de5-d328-41e9-92ad-f1f6f36df4ef,2026-01-18 18:13:27,CONSULTA,M54.5,M003,500mg,Ninguna,e2b11d0d-2629-40cd-85eb-bcb730e7ee39,302047,22.57,U/L
19847516-5,Fernanda Ana Lopez Silva,1970-01-05,F,NINGUNA,8c952a11-8062-4cf3-b835-e0c121ef5872,2025-10-03 18:13:27,CONSULTA,K21.9,M003,100mg,Omeprazol,e966d836-8967-4e11-9359-2357019fa006,301045,14.29,U/L
7362687-0,Fernanda Isidora Sepulveda Rojas,1972-02-01,F,FONASA,a51feecb-37cf-4697-9221-3cddbc420d97,2026-03-17 18:13:27,CONSULTA,K21.9,M003,100mg,Omeprazol,57eddd3f-7878-4e69-abd9-06d1dc0829c7,302076,29.4,U/L
10215970-5,Luis Felipe Rojas Rojas,1946-07-25,M,CAPREDENA,5b5b75cc-fece-47a5-87e8-a9376a5e6301,2025-06-09 18:13:27,HOSPITALIZACION,K21.9,M004,300mg,Ninguna,466a8e3b-60d4-4445-ab31-6d53fd0623cc,302076,82.17,mg/dL
7525631-0,Isidora Fernanda Rodriguez Contreras,2017-03-29,F,DIPRECA,1d86160d-f2f3-42f2-a847-f02312e18cbf,2026-04-30 18:13:27,HOSPITALIZACION,E11.9,M003,200mg,Ninguna,9672a9de-4a8a-45ff-8e34-37beffc096be,301045,35.41,mmol/L
20305169-7,Matias Luis Tapia Fuentes,1987-06-11,M,FONASA,539397b0-e8f6-4d8d-8a52-d27f1d2ca46f,2024-09-26 18:13:27,URGENCIA,I10,M001,400mg,Ninguna,f80d4ac9-e22e-456a-8ec6-d2d7728523e1,302076,72.62,U/L
6112888-3,Fernanda Josefa Soto Hernandez,2007-06-14,F,NINGUNA,7f859c8b-58c5-4044-bacf-3a32d21c266b,2024-10-31 18:13:27,URGENCIA,J00,M003,500mg,Ninguna,b1dcb33c-eb27-49a2-a182-6ee519ff83b8,301001,53.52,mg/dL
17269790-9,Juan Carlos Contreras Morales,1966-04-13,M,ISAPRE,d431167d-34ea-49b2-a9cd-9081642fb037,2025-09-28 18:13:27,HOSPITALIZACION,A09.9,M002,500mg,Ninguna,189cfbbc-e589-4bbb-9170-ed2829aa5fd3,301045,48.92,mmol/L
19470544-1,Antonia Camila Gonzalez Fuentes,1960-10-29,F,ISAPRE,b47ffaae-2963-46fb-b638-768cff49ac4b,2024-09-26 18:13:27,HOSPITALIZACION,M54.5,M002,400mg,Ninguna,a6f7d9e5-f709-42ad-9443-07def2265b77,302047,104.71,U/L
17708889-7,Sofia Antonia Morales Rodriguez,1966-04-21,F,DIPRECA,cb872c98-388e-4b3a-9a51-1b4c3620124d,2025-10-08 18:13:27,HOSPITALIZACION,J00,M001,200mg,Ninguna,871b3997-1732-4d28-89e8-c92e1cf83389,302047,89.51,mg/dL
9474174-2,Camila Maria Morales Tapia,1996-03-29,F,ISAPRE,56a6702f-8dad-4453-b141-48626200d133,2026-05-14 18:13:27,HOSPITALIZACION,K21.9,M005,300mg,Ninguna,c97bb8be-5dae-4585-afc3-6617780219a9,301004,103.07,U/L
7191246-9,Roberto Jorge Gonzalez Fuentes,2015-07-04,M,CAPREDENA,cb9971c9-fb54-42a2-af2f-6b445f6d2ab4,2024-08-13 18:13:27,PROCEDIMIENTO,E11.9,M004,500mg,Ninguna,6a733e70-abbc-4060-baa0-f40abd028c96,301004,92.07,mmol/L
24557239-5,Gabriel Felipe Soto Fuentes,1999-07-15,M,ISAPRE,1f8d72d4-b4f2-44d5-ab6e-1965b08717d4,2026-03-22 18:13:27,HOSPITALIZACION,M54.5,M001,200mg,Ninguna,f3cdf1d6-83fa-4015-9ff4-3033ad1aa89e,301001,116.13,mg/dL
10438463-3,Matias Luis Gonzalez Gonzalez,1977-08-08,M,NINGUNA,13bc231c-5691-47f8-a72a-1965a99cd283,2025-09-29 18:13:27,PROCEDIMIENTO,M54.5,M003,300mg,Ninguna,504c0732-b824-444d-8931-e7007d318f6f,302047,5.26,mmol/L
7793215-1,Maria Ana Martinez Perez,1989-07-17,F,FONASA,e69ff856-bff0-4d3d-95c3-43d4626999bb,2026-03-13 18:13:27,CONSULTA,K21.9,M005,200mg,Ninguna,6732802a-95e1-41f9-838d-b4e2e40b1d3c,301004,59.65,mg/dL
10215970-5,Luis Felipe Rojas Rojas,1946-07-25,M,CAPREDENA,c9210c6b-d822-46ca-bb8f-c63880ee374d,2026-04-19 18:13:27,HOSPITALIZACION,K21.9,M004,300mg,Ninguna,b30a7113-e923-4b88-939b-35afbcb2ed4b,302076,82.17,mg/dL
5459681-2,Carlos Carlos Rojas Torres,1993-02-07,M,DIPRECA,2bca27f2-9ac3-4733-9a91-08f5d218f710,2025-06-17 18:13:27,CONSULTA,E11.9,M004,200mg,Ninguna,0039ab71-8492-4b9a-a5d3-8c9baaacf9f6,301004,35.81,U/L
8608787-1,Roberto Gabriel Fuentes Rojas,1962-04-24,M,NINGUNA,6d73da9d-d67e-4bba-ab4a-10e4b43691e2,2026-03-10 18:13:27,HOSPITALIZACION,A09.9,M005,300mg,Ninguna,558dce07-5144-4e88-a8b1-c4a2a8c32520,301045,65.3,mg/dL
15474143-7,Ana Sofia Soto Rodriguez,2017-09-10,F,CAPREDENA,02166490-93b3-4666-b3a3-5e0cb1296047,2024-12-11 18:13:27,URGENCIA,A09.9,M002,200mg,Ninguna,f450251f-b276-4400-81bf-8031c6eb8946,302047,119.2,mg/dL
16240872-0,Fernanda Antonia Diaz Muñoz,1950-02-06,F,ISAPRE,0432e3bd-4c95-42d9-a8fc-990b44b43919,2025-09-20 18:13:27,CONSULTA,E11.9,M001,500mg,Ninguna,2da78ace-5dd1-4ef4-84c1-2f0677884f96,302047,81.82,mmol/L
14821813-7,Juan Felipe Fuentes Rojas,1977-03-27,M,NINGUNA,03f6a486-6918-4d9e-b29d-5157a8bda115,2024-07-05 18:13:27,URGENCIA,M54.5,M002,200mg,Ninguna,57483850-cf19-408d-833a-1c0bea7cafb4,302076,106.41,U/L
7817964-3,Javiera Fernanda Perez Martinez,1992-02-18,F,CAPREDENA,87bc167f-5393-404f-9ea2-df8e8290fd4f,2025-01-09 18:13:27,HOSPITALIZACION,K21.9,M004,300mg,Ninguna,6f77ddfb-fb70-4758-a025-80747266a4df,302047,18.48,mmol/L
21062885-1,Pedro Carlos Sepulveda Silva,2006-05-05,M,CAPREDENA,005607cb-ae4e-4cbf-a7cb-f97e98935e43,2025-10-14 18:13:27,HOSPITALIZACION,A09.9,M004,300mg,Amoxicilina,7af2aa44-0711-4ba6-bf4b-e55bbe045d27,302076,63.67,mmol/L
14821813-7,Juan Felipe Fuentes Rojas,1977-03-27,M,NINGUNA,91d25d79-9f82-4b8f-b286-90c5379920ad,2024-11-15 18:13:27,URGENCIA,M54.5,M002,200mg,Ninguna,64c3d58d-19eb-4cb4-b22d-fca02a15fb13,302076,106.41,U/L
5459681-2,Carlos Carlos Rojas Torres,1993-02-07,M,DIPRECA,d00debb4-306a-414a-94ee-611118bf0e31,2024-10-14 18:13:27,CONSULTA,E11.9,M004,200mg,Ninguna,f1ed0088-b996-4c93-8418-448e92167c8a,301004,35.81,U/L
16871384-3,Isidora Fernanda Rodriguez Fuentes,2012-06-06,F,CAPREDENA,e046cc97-75dc-4f95-a52b-5caeae132248,2024-10-08 18:13:27,PROCEDIMIENTO,I10,M004,300mg,Ninguna,a202a703-00bb-4af6-b49a-cd15f8baa2b1,301001,82.7,mg/dL
6539147-3,Valentina Josefa Rojas Rodriguez,1997-05-31,F,FONASA,7e08d25a-9342-40ef-a8a6-ae8a7fd0e4d1,2025-09-15 18:13:27,CONSULTA,K21.9,M003,400mg,Ninguna,9749707e-2e2c-474b-a286-21b03ae5c801,301001,58.35,mg/dL
7967755-8,Sofia Maria Rodriguez Lopez,1983-10-17,F,ISAPRE,fcab9d88-6278-45ee-9fb5-dee69359569c,2025-01-22 18:13:27,URGENCIA,M54.5,M002,300mg,Ninguna,95a304f9-aaf3-4719-8ffc-a0f29094c034,301004,36.84,mmol/L
18790327-0,Luis Matias Perez Gonzalez,1991-09-27,M,CAPREDENA,5e7747f4-8810-4786-82c5-a5bdf78dbf37,2025-03-31 18:13:27,HOSPITALIZACION,I10,M005,400mg,Ninguna,69f0a294-0e51-43ab-bd25-e3f29516a0a5,302047,42.42,U/L
22362568-1,Andres Diego Muñoz Diaz,1959-08-05,M,DIPRECA,c378e85f-cb64-48e3-8803-b3940a91cf47,2025-11-08 18:13:27,CONSULTA,J00,M004,100mg,Ninguna,be574833-7203-480f-a8cc-362677afe4df,302047,93.29,mg/dL
23239147-2,Isidora Isidora Silva Morales,1993-02-25,F,ISAPRE,a35aebca-d0dd-4b5f-a919-59d33d3b1502,2026-02-11 18:13:27,CONSULTA,M54.5,M003,500mg,Ninguna,f890aed7-5c65-450b-833e-e20d3f3d0645,302047,22.57,U/L
19708414-6,Jorge Pedro Contreras Sepulveda,1954-12-18,M,CAPREDENA,a53a147e-1b47-46b5-9294-4ece9eefb762,2025-03-06 18:13:27,PROCEDIMIENTO,E11.9,M002,500mg,Ninguna,af1e8781-9eef-4585-b376-319169dd7811,302047,28.34,mg/dL
12260444-6,Diego Juan Hernandez Morales,1993-11-20,M,ISAPRE,d944b510-fd72-48f1-a074-b3a39cf788f5,2025-05-24 18:13:27,URGENCIA,I10,M004,100mg,Ninguna,6b76286c-3fd4-4d2c-97df-5f01e88bfa67,302047,21.72,U/L
20673925-8,Carlos Carlos Perez Lopez,1995-06-03,M,NINGUNA,1c9c1b06-0c8f-4dee-aa09-48aec1ca8ebf,2025-03-27 18:13:27,URGENCIA,I10,M005,100mg,Ninguna,05788a8c-941d-4f57-93ec-cb0c8ab4350b,302076,100.88,U/L
10422156-4,Matias Roberto Morales Lopez,1967-03-10,M,CAPREDENA,e961150a-1019-4afb-a82f-4a833a89fc12,2025-01-28 18:13:27,URGENCIA,J00,M003,300mg,Ninguna,bfb1e252-b090-4be2-831b-6d638e4770be,302047,50.58,U/L
21655399-3,Luis Andres Lopez Sepulveda,2016-03-31,M,FONASA,424bc977-f410-429e-9727-5b18a4dff7d6,2026-03-27 18:13:27,URGENCIA,I10,M001,500mg,Ninguna,9da182ec-ee25-4c61-be8e-bf11484f3c6e,302076,20.71,mmol/L
5381567-7,Tomas Diego Contreras Gonzalez,1989-04-21,M,CAPREDENA,048fdd69-77d0-48e0-9b48-660013bc96ff,2024-07-01 18:13:27,HOSPITALIZACION,E11.9,M001,100mg,Amoxicilina,ee68f4fb-0d2d-4d1e-bf4b-662dcbe91468,301004,71.99,mg/dL
10438463-3,Matias Luis Gonzalez Gonzalez,1977-08-08,M,NINGUNA,3ab5dbc9-8dab-4a6a-9378-b81d6b756fd3,2024-07-21 18:13:27,PROCEDIMIENTO,M54.5,M003,300mg,Ninguna,cd21c48a-b8d0-4426-bf55-a348ba6a716e,302047,5.26,mmol/L
8053343-8,Maria Sofia Fuentes Diaz,2018-11-04,F,FONASA,a836e908-9b46-45e3-8a00-16badcced499,2024-07-29 18:13:27,PROCEDIMIENTO,M54.5,M001,100mg,Ninguna,2d937536-74f0-4d26-868c-f96728103229,301001,119.56,mg/dL
9474174-2,Camila Maria Morales Tapia,1996-03-29,F,ISAPRE,091eb562-7a5a-42ca-b2d9-3434251768ae,2026-02-10 18:13:27,HOSPITALIZACION,K21.9,M005,300mg,Ninguna,2efb211c-e3d7-49d7-b5d5-813fc93ae3b3,301004,103.07,U/L
7139118-3,Tomas Andres Perez Diaz,1951-09-16,M,DIPRECA,9e60f747-7bc4-4761-a99f-060a6e31ac04,2025-04-04 18:13:27,PROCEDIMIENTO,I10,M003,200mg,Ninguna,ecd967ec-ffbf-4221-8181-a535f12ecd41,302076,147.85,mmol/L
7817964-3,Javiera Fernanda Perez Martinez,1992-02-18,F,CAPREDENA,797ea47c-3a2e-4f91-b947-7c3a1e393556,2025-06-08 18:13:27,HOSPITALIZACION,K21.9,M004,300mg,Ninguna,0f537586-fa23-456e-b570-dba25806bd47,302047,18.48,mmol/L
16532683-0,Pedro Matias Gonzalez Sepulveda,1959-04-22,M,DIPRECA,65f57f40-5928-4ab8-aba5-562585873b83,2026-01-30 18:13:27,HOSPITALIZACION,M54.5,M002,400mg,Ninguna,543e84ab-1841-4aae-84dc-5fce1e21a33c,301004,109.56,U/L
23950181-8,Matias Felipe Contreras Torres,1951-09-05,M,CAPREDENA,ebbc9df1-ac45-4eb8-9168-3d84d8541dfc,2025-09-09 18:13:27,CONSULTA,I10,M005,500mg,Paracetamol,a7fbec62-199a-4398-8676-d02eedd9453e,301001,5.44,mmol/L
19847516-5,Fernanda Ana Lopez Silva,1970-01-05,F,NINGUNA,246a1e86-8cda-4fac-ab0c-f63c39b9e845,2025-11-08 18:13:27,CONSULTA,K21.9,M003,100mg,Omeprazol,90b7a653-b6fe-48a3-8f6d-21ef4a0c6b89,301045,14.29,U/L
9995620-8,Andres Luis Fuentes Contreras,1946-10-11,M,CAPREDENA,741e5a07-57c2-491c-a57c-5d92989a2d57,2024-11-18 18:13:27,PROCEDIMIENTO,E11.9,M003,200mg,Ninguna,78338938-8ab5-48d9-90c9-d6e62e379059,301004,13.09,mg/dL
18994423-3,Javiera Fernanda Gonzalez Rojas,1996-03-23,F,FONASA,9551adfc-ecd6-4202-b42f-4af764031106,2025-02-16 18:13:27,PROCEDIMIENTO,K21.9,M005,500mg,Ninguna,83da4aa4-eb33-4fd4-bd28-dabee3607e6c,301001,32.67,mmol/L
22362568-1,Andres Diego Muñoz Diaz,1959-08-05,M,DIPRECA,fb90bcdf-f51d-4ee8-8c43-94bbb92f0601,2025-12-29 18:13:27,CONSULTA,J00,M004,100mg,Ninguna,bc048bb0-b9c3-4349-9aad-deadb0447e44,302047,93.29,mg/dL
11476781-6,Ana Isidora Gonzalez Perez,1946-11-22,F,ISAPRE,19166365-cf43-4fc4-b5f0-0350e9423109,2025-03-15 18:13:27,CONSULTA,J00,M002,400mg,Ninguna,f4832554-64c4-4cb4-86e0-1cb7e0ae96cb,301045,20.75,mg/dL
23209215-7,Tomas Felipe Sepulveda Torres,1991-09-15,M,DIPRECA,240385b0-b529-4a8b-89f5-156a24f3698b,2025-11-15 18:13:27,PROCEDIMIENTO,I10,M003,200mg,Ninguna,ffcc8939-30ca-4439-b4ba-7a93d0b78498,302047,138.0,mmol/L
10239686-3,Diego Andres Soto Torres,1977-07-05,M,DIPRECA,524bb43c-f7f1-4557-b6dc-2fd05e46a168,2025-08-09 18:13:27,CONSULTA,M54.5,M001,300mg,Ninguna,978b7622-8227-4558-9808-e61faa45344c,301001,132.56,mmol/L
18854356-1,Jorge Matias Muñoz Gonzalez,1950-12-07,M,NINGUNA,ce13ec73-99b4-49cf-9a83-f423d715cf06,2025-09-08 18:13:27,CONSULTA,M54.5,M005,400mg,Ninguna,fc450d95-2294-4dab-9a15-4f16bc917e52,301001,94.09,mg/dL
23239147-2,Isidora Isidora Silva Morales,1993-02-25,F,ISAPRE,9631d19c-5426-409d-a0b1-9d71c78cfca6,2025-02-22 18:13:27,CONSULTA,M54.5,M003,500mg,Ninguna,1e6f9eb9-52e1-4ec6-bbd4-66fd475d811e,302047,22.57,U/L
24180350-3,Pedro Diego Martinez Gonzalez,1988-01-06,M,CAPREDENA,d3d9e982-f9b3-430a-8478-8cd70124a86b,2024-11-04 18:13:27,HOSPITALIZACION,J00,M003,300mg,Ninguna,7817b1ef-da98-4f20-95d2-4e3b8d4fd3cd,301045,77.85,mmol/L
9720651-1,Matias Diego Lopez Silva,1965-10-20,M,ISAPRE,049e0eaa-c964-4d56-a66c-759ad433679e,2026-02-10 18:13:27,PROCEDIMIENTO,J00,M002,400mg,Ninguna,ec725a3e-c3bb-4c95-b470-fe3f0c1031ea,301045,49.56,mg/dL
18028704-3,Ana Valentina Torres Rodriguez,1988-06-10,F,NINGUNA,20562da8-ea0f-4c0e-aad9-400370b5c9af,2026-03-31 18:13:27,URGENCIA,J00,M002,200mg,Ninguna,d56c8824-33e0-479a-b3f7-54160acee979,301001,30.1,mmol/L
17381740-1,Gabriel Matias Tapia Tapia,1984-02-14,M,FONASA,31300d24-bb82-4230-8cfc-e96bf60e2d8d,2024-07-23 18:13:27,PROCEDIMIENTO,E11.9,M003,400mg,Ninguna,3bfc4433-0e94-4b79-840a-3e275293d07c,302047,11.38,mg/dL
17269790-9,Juan Carlos Contreras Morales,1966-04-13,M,ISAPRE,12fa8a80-af0c-487d-95ef-0002974da3f3,2024-11-14 18:13:27,HOSPITALIZACION,A09.9,M002,500mg,Ninguna,b776990e-7df1-44b3-9c26-8ba7167ccc0f,301045,48.92,mmol/L
24276765-9,Matias Roberto Martinez Sepulveda,1988-09-14,M,CAPREDENA,5582fa16-ea38-46f6-8b63-656ffdca8c7c,2026-05-06 18:13:27,URGENCIA,I10,M005,400mg,Ibuprofeno,474fd877-bea3-442b-bd77-887ecb2d9359,301045,134.69,mg/dL
18854356-1,Jorge Matias Muñoz Gonzalez,1950-12-07,M,NINGUNA,9456f8a8-d468-431f-8eb8-a305e575db6a,2025-09-21 18:13:27,CONSULTA,M54.5,M005,400mg,Ninguna,809f98d0-f399-47a5-bdc9-f88702b6ffb4,301001,94.09,mg/dL
13807551-6,Tomas Luis Soto Muñoz,1952-05-25,M,ISAPRE,9a112e92-8c8d-44f5-bddb-25f9bccac6ed,2025-12-02 18:13:27,CONSULTA,J00,M004,400mg,Ninguna,230c1cca-bc4a-4dec-a2bf-5389dabc2f8b,302047,36.76,U/L
7967755-8,Sofia Maria Rodriguez Lopez,1983-10-17,F,ISAPRE,bd8efa08-940a-4f17-bbef-56ec5b4846e3,2025-03-31 18:13:27,URGENCIA,M54.5,M002,300mg,Ninguna,1cfc1c6b-8e6c-4652-9471-e75a7a83eec0,301004,36.84,mmol/L
13441273-9,Camila Fernanda Lopez Contreras,1946-09-03,F,ISAPRE,ff7b47eb-82a9-4729-b4dc-707651a7a8f0,2025-01-09 18:13:27,PROCEDIMIENTO,J00,M002,100mg,Ninguna,9aced581-4f8a-4f16-840b-a67b0da6aa00,302047,99.88,mg/dL
13507200-1,Isidora Javiera Martinez Lopez,1987-05-06,F,ISAPRE,c50e5810-2d71-4e3a-a1fc-d2238a3c8aa5,2025-01-14 18:13:27,PROCEDIMIENTO,A09.9,M004,400mg,Ninguna,2702bd44-72b3-4ce2-a283-06a606e1d2aa,301045,117.23,mg/dL
20305169-7,Matias Luis Tapia Fuentes,1987-06-11,M,FONASA,6e1afc57-4fb9-481e-a4c7-c96e78204058,2025-10-15 18:13:27,URGENCIA,I10,M001,400mg,Ninguna,ac6fcede-0b98-45d4-a52d-bf77719db844,302076,72.62,U/L
10548359-7,Sofia Ana Torres Perez,1961-06-05,F,CAPREDENA,aa371f49-29ee-43ba-902a-ee1910b0b102,2025-04-06 18:13:27,CONSULTA,E11.9,M004,500mg,Paracetamol,40dececd-53a6-43b4-972e-ce25291869ce,301045,28.86,mmol/L
13938726-0,Tomas Carlos Hernandez Morales,1999-01-24,M,NINGUNA,360b6ce3-b4c7-4ee5-ada3-f7be40db2b51,2026-03-22 18:13:27,URGENCIA,A09.9,M003,100mg,Ninguna,4c5f188c-3424-43b3-ae3e-f75d012c08f7,302047,91.07,U/L
20994126-0,Pedro Jorge Fuentes Diaz,1997-12-13,M,NINGUNA,efc2e9d2-c8ce-4172-9ed9-b335acc41c6d,2025-12-04 18:13:27,PROCEDIMIENTO,A09.9,M001,300mg,Ninguna,809cf573-8951-4f27-9a89-62fa9b3f518f,302076,42.14,mmol/L
15625674-9,Juan Pedro Rojas Gonzalez,1994-07-27,M,ISAPRE,810ed87c-c508-45e3-b827-1bf6cafb900d,2025-04-28 18:13:27,CONSULTA,J00,M003,500mg,Ninguna,9c52855c-34f8-4925-9382-c26e141afcec,301045,111.96,mg/dL
23461865-2,Felipe Roberto Morales Fuentes,1959-06-11,M,FONASA,d4339f71-a0ab-45ea-b0ae-a95947e90ffa,2026-05-19 18:13:27,PROCEDIMIENTO,K21.9,M001,400mg,Ninguna,5df59813-584f-4b72-9f69-fd1dc135b558,301045,14.39,mmol/L
12859865-0,Maria Isidora Contreras Rojas,1971-09-23,F,ISAPRE,d3656d1e-ac0e-4331-83b9-d283357cf1d9,2025-04-17 18:13:27,URGENCIA,I10,M003,500mg,Ninguna,f6221c82-c85b-45c3-b7e2-35ba5a2001ed,302047,62.84,U/L
5010719-1,Camila Sofia Silva Muñoz,1953-05-19,F,CAPREDENA,05fa46e7-5904-4502-898a-6f1cabf5e000,2025-08-23 18:13:27,URGENCIA,K21.9,M005,300mg,Ibuprofeno,451da1d7-4aca-445c-90a0-60578cddbc00,301001,68.61,mmol/L
24931033-6,Antonia Sofia Hernandez Sepulveda,1973-07-14,F,DIPRECA,eb06c47e-3c18-4dbd-bcc2-111ddd6caa99,2025-08-02 18:13:27,URGENCIA,E11.9,M003,300mg,Ninguna,be560d99-3516-4980-8749-091869d9cd12,301045,29.92,mmol/L
20673925-8,Carlos Carlos Perez Lopez,1995-06-03,M,NINGUNA,47d90f2a-aab2-4f5c-b3c8-92c9e92a8108,2025-03-14 18:13:27,URGENCIA,I10,M005,100mg,Ninguna,02fba040-2f0c-4e4e-ad82-a51bbc7b8211,302076,100.88,U/L
13938726-0,Tomas Carlos Hernandez Morales,1999-01-24,M,NINGUNA,a9bc5cee-3040-4ff0-94e7-cecacfada584,2024-07-13 18:13:27,URGENCIA,A09.9,M003,100mg,Ninguna,eac4b595-6b2f-4d16-a961-3cf88af8e437,302047,91.07,U/L
17098559-1,Felipe Juan Tapia Martinez,2005-02-03,M,ISAPRE,5353454a-268a-4066-94b0-610511ab19b8,2025-01-08 18:13:27,URGENCIA,E11.9,M003,200mg,Ninguna,0eae7a70-35db-4ec5-8c88-3b5fce853186,302076,119.04,mmol/L
6298069-9,Matias Andres Hernandez Martinez,2001-09-27,M,CAPREDENA,bf5c5022-c6f2-4820-9d0a-3ff17e1079a9,2025-12-14 18:13:27,URGENCIA,E11.9,M002,200mg,Losartan,daa5db53-e53d-4a8e-9d0a-0b2a5f4c3250,301045,104.1,mmol/L
15212746-4,Sofia Sofia Diaz Muñoz,1979-05-23,F,DIPRECA,0d28c8c2-479c-4182-af77-2f12e59815f9,2026-03-23 18:13:27,URGENCIA,E11.9,M005,100mg,Ninguna,631f5dc0-8ea6-4e85-881a-db12f0982f89,302076,66.56,mg/dL
6112888-3,Fernanda Josefa Soto Hernandez,2007-06-14,F,NINGUNA,06063520-2693-4dba-9f1c-131c60b2e47d,2024-10-05 18:13:27,URGENCIA,J00,M003,500mg,Ninguna,c11494d5-8ced-4c4f-b7e9-5cf9f8786c87,301001,53.52,mg/dL
11644197-7,Sofia Daniela Morales Diaz,1979-01-20,F,CAPREDENA,34fbee10-ccec-4843-908c-138c84f1cdf8,2024-11-12 18:13:27,CONSULTA,E11.9,M004,500mg,Ninguna,2aebcdb3-6f48-411c-b62b-04c5f36667aa,301004,106.74,mmol/L
15280634-5,Gabriel Tomas Torres Muñoz,2007-10-25,M,NINGUNA,c9ed12a6-641d-4f88-83bd-3f90e19f25ca,2026-03-20 18:13:27,URGENCIA,K21.9,M004,500mg,Ninguna,52654707-5502-4729-9d64-d10744d92c65,302047,46.22,mmol/L
8608787-1,Roberto Gabriel Fuentes Rojas,1962-04-24,M,NINGUNA,ed4d836e-04ab-4e41-b5f3-196d41c59650,2025-07-04 18:13:27,HOSPITALIZACION,A09.9,M005,300mg,Ninguna,42c4c0f5-a86b-4d1e-8ac5-be92f168b653,301045,65.3,mg/dL
15212746-4,Sofia Sofia Diaz Muñoz,1979-05-23,F,DIPRECA,d14e7d9a-eb94-4fb8-b7e7-936778233883,2026-03-24 18:13:27,URGENCIA,E11.9,M005,100mg,Ninguna,c00f075f-9f44-46ff-8428-6cc5983f89ba,302076,66.56,mg/dL
5010719-1,Camila Sofia Silva Muñoz,1953-05-19,F,CAPREDENA,58a42301-1c8e-47c1-84c8-06530e3e5326,2026-03-31 18:13:27,URGENCIA,K21.9,M005,300mg,Ibuprofeno,59c77811-db26-4329-97b9-31c88b30c5a2,301001,68.61,mmol/L
8053343-8,Maria Sofia Fuentes Diaz,2018-11-04,F,FONASA,39a45ced-b5a6-459a-872a-487f19833aa4,2024-09-30 18:13:27,PROCEDIMIENTO,M54.5,M001,100mg,Ninguna,91fca8ae-f38e-4bc8-af59-bc28b376d960,301001,119.56,mg/dL
21025101-4,Jorge Diego Hernandez Soto,1957-08-27,M,FONASA,a8eb119f-e094-4464-a902-1007ede9c5e1,2025-01-18 18:13:27,CONSULTA,I10,M003,200mg,Ninguna,47f54757-3e21-4efc-bc55-15a972ad47cb,301001,143.42,U/L
9236079-2,Diego Matias Fuentes Lopez,2017-12-26,M,DIPRECA,bc7b216f-26fb-4925-9916-9bd33aef5cc3,2024-12-23 18:13:27,PROCEDIMIENTO,I10,M001,500mg,Ibuprofeno,34082380-9580-4bc2-9c38-837c88628bf5,301004,83.41,U/L
14221214-5,Jorge Andres Morales Torres,1983-03-25,M,ISAPRE,dbe896e7-6ba7-41d5-bc8a-a4a6ce2b0993,2024-11-24 18:13:27,URGENCIA,I10,M002,500mg,Ninguna,cbbd54a2-4e20-4516-beac-91ab431b6453,301045,123.45,U/L
10239686-3,Diego Andres Soto Torres,1977-07-05,M,DIPRECA,8ab661f1-4fd7-4d15-b4b3-3dffe60cb659,2025-12-11 18:13:27,CONSULTA,M54.5,M001,300mg,Ninguna,0e4ac4b0-7585-488b-ba7a-622861165f2c,301001,132.56,mmol/L
19338795-0,Matias Gabriel Tapia Gonzalez,1984-09-06,M,FONASA,a0cac355-b6b1-4ad2-8b5f-bcdb3746f4e7,2026-03-24 18:13:27,PROCEDIMIENTO,K21.9,M003,500mg,Ninguna,28215e5e-b156-43e1-8316-24759ad107b4,301001,12.94,mmol/L
